transaction_id,subscriber_id,billing_date,plan_at_billing,amount,payment_status,payment_method,retry_count,discount_applied
TXN_00000077,SUB_000010,2025-10-27,Standard,17.99,Success,Debit Card,0,0
TXN_00000078,SUB_000010,2025-11-26,Standard,17.99,Success,Debit Card,0,0
TXN_00000079,SUB_000010,2025-12-26,Standard,17.99,Success,Debit Card,0,0
TXN_00000080,SUB_000010,2026-01-25,Standard,17.99,Success,Debit Card,0,0
TXN_00000081,SUB_000010,2026-02-24,Standard,17.99,Success,Debit Card,0,0
TXN_00000082,SUB_000010,2026-03-26,Standard,17.99,Success,Debit Card,0,0
TXN_00000083,SUB_000011,2025-03-31,Standard,17.99,Success,Debit Card,0,0
TXN_00000084,SUB_000011,2025-04-30,Standard,17.99,Success,Debit Card,0,0
TXN_00000085,SUB_000011,2025-05-30,Standard,17.99,Soft-decline,Debit Card,1,0
TXN_00000086,SUB_000011,2025-06-29,Standard,17.99,Success,Debit Card,0,0
TXN_00000087,SUB_000011,2025-07-29,Standard,17.99,Success,Debit Card,0,0
TXN_00000088,SUB_000012,2025-07-26,Premium,24.99,Success,PayPal,0,0
TXN_00000089,SUB_000012,2025-08-25,Premium,24.99,Success,PayPal,0,0
TXN_00000090,SUB_000012,2025-09-24,Premium,24.99,Success,PayPal,0,0
TXN_00000091,SUB_000012,2025-10-24,Premium,24.99,Success,PayPal,0,0
TXN_00000092,SUB_000012,2025-11-23,Premium,24.99,Success,PayPal,0,0
TXN_00000093,SUB_000012,2025-12-23,Premium,24.99,Success,PayPal,0,0
TXN_00000094,SUB_000012,2026-01-22,Premium,24.99,Success,PayPal,0,0
TXN_00000095,SUB_000012,2026-02-21,Premium,19.99,Success,PayPal,0,1
TXN_00000096,SUB_000012,2026-03-23,Premium,24.99,Success,PayPal,0,0
TXN_00000097,SUB_000013,2025-03-31,Premium,24.99,Success,Debit Card,0,0
TXN_00000098,SUB_000013,2025-04-30,Premium,24.99,Success,Debit Card,0,0
TXN_00000099,SUB_000013,2025-05-30,Premium,24.99,Success,Debit Card,0,0
TXN_00000100,SUB_000013,2025-06-29,Premium,24.99,Success,Debit Card,0,0
TXN_00000101,SUB_000013,2025-07-29,Premium,24.99,Success,Debit Card,0,0
TXN_00000102,SUB_000013,2025-08-28,Premium,24.99,Success,Debit Card,0,0
TXN_00000103,SUB_000013,2025-09-27,Premium,24.99,Success,Debit Card,0,0
TXN_00000104,SUB_000013,2025-10-27,Premium,24.99,Success,Debit Card,0,0
TXN_00000105,SUB_000013,2025-11-26,Premium,24.99,Success,Debit Card,0,0
TXN_00000106,SUB_000013,2025-12-26,Premium,24.99,Success,Debit Card,0,0
TXN_00000107,SUB_000013,2026-01-25,Premium,24.99,Success,Debit Card,0,0
TXN_00000108,SUB_000013,2026-02-24,Premium,24.99,Success,Debit Card,0,0
TXN_00000109,SUB_000013,2026-03-26,Premium,24.99,Recovered,Debit Card,2,0
TXN_00000110,SUB_000014,2025-04-02,Standard,17.99,Success,Google Pay,0,0
TXN_00000111,SUB_000014,2025-05-02,Standard,17.99,Success,Google Pay,0,0
TXN_00000112,SUB_000014,2025-06-01,Standard,17.99,Success,Google Pay,0,0
TXN_00000113,SUB_000014,2025-07-01,Standard,17.99,Success,Google Pay,0,0
TXN_00000114,SUB_000014,2025-07-31,Standard,14.39,Success,Google Pay,0,1
TXN_00000115,SUB_000014,2025-08-30,Standard,17.99,Success,Google Pay,0,0
TXN_00000116,SUB_000014,2025-09-29,Standard,17.99,Success,Google Pay,0,0
TXN_00000117,SUB_000014,2025-10-29,Standard,17.99,Success,Google Pay,0,0
TXN_00000118,SUB_000014,2025-11-28,Standard,17.99,Success,Google Pay,0,0
TXN_00000119,SUB_000014,2025-12-28,Standard,17.99,Success,Google Pay,0,0
TXN_00000120,SUB_000014,2026-01-27,Standard,17.99,Success,Google Pay,0,0
TXN_00000121,SUB_000014,2026-02-26,Standard,17.99,Success,Google Pay,0,0
TXN_00000122,SUB_000014,2026-03-28,Standard,17.99,Success,Google Pay,0,0
TXN_00000123,SUB_000015,2025-05-30,Standard,17.99,Success,Bundle,0,0
TXN_00000124,SUB_000016,2026-03-15,Premium,24.99,Success,Debit Card,0,0
TXN_00000125,SUB_000017,2025-03-31,Standard,17.99,Success,Credit Card,0,0
TXN_00000126,SUB_000017,2025-04-30,Standard,17.99,Success,Credit Card,0,0
TXN_00000127,SUB_000017,2025-05-30,Standard,14.39,Soft-decline,Credit Card,1,1
TXN_00000128,SUB_000017,2025-06-29,Standard,17.99,Success,Credit Card,0,0
TXN_00000129,SUB_000017,2025-07-29,Standard,17.99,Success,Credit Card,0,0
TXN_00000130,SUB_000017,2025-08-28,Standard,17.99,Success,Credit Card,0,0
TXN_00000131,SUB_000017,2025-09-27,Standard,17.99,Success,Credit Card,0,0
TXN_00000132,SUB_000017,2025-10-27,Standard,14.39,Success,Credit Card,0,1
TXN_00000133,SUB_000017,2025-11-26,Standard,17.99,Success,Credit Card,0,0
TXN_00000134,SUB_000017,2025-12-26,Standard,17.99,Success,Credit Card,0,0
TXN_00000135,SUB_000017,2026-01-25,Standard,17.99,Success,Credit Card,0,0
TXN_00000136,SUB_000017,2026-02-24,Standard,17.99,Success,Credit Card,0,0
TXN_00000137,SUB_000018,2025-03-31,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00000138,SUB_000018,2025-04-30,Basic-Ads,6.39,Success,Credit Card,0,1
TXN_00000139,SUB_000018,2025-05-30,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00000140,SUB_000018,2025-06-29,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00000141,SUB_000018,2025-07-29,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00000142,SUB_000018,2025-08-28,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00000143,SUB_000018,2025-09-27,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00000144,SUB_000018,2025-10-27,Basic-Ads,7.99,Recovered,Credit Card,1,0
TXN_00000145,SUB_000018,2025-11-26,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00000146,SUB_000018,2025-12-26,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00000147,SUB_000018,2026-01-25,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00000148,SUB_000018,2026-02-24,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00000149,SUB_000018,2026-03-26,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00000150,SUB_000019,2025-03-31,Premium,24.99,Success,Credit Card,0,0
TXN_00000151,SUB_000019,2025-04-30,Premium,19.99,Success,Credit Card,0,1
TXN_00000152,SUB_000019,2025-05-30,Premium,19.99,Success,Credit Card,0,1
TXN_00000153,SUB_000019,2025-06-29,Premium,24.99,Success,Credit Card,0,0
TXN_00000154,SUB_000019,2025-07-29,Premium,24.99,Success,Credit Card,0,0
TXN_00000155,SUB_000019,2025-08-28,Premium,19.99,Soft-decline,Credit Card,1,1
TXN_00000156,SUB_000019,2025-09-27,Premium,24.99,Success,Credit Card,0,0
TXN_00000157,SUB_000019,2025-10-27,Premium,24.99,Success,Credit Card,0,0
TXN_00000158,SUB_000019,2025-11-26,Premium,24.99,Success,Credit Card,0,0
TXN_00000159,SUB_000019,2025-12-26,Premium,24.99,Success,Credit Card,0,0
TXN_00000160,SUB_000019,2026-01-25,Premium,24.99,Success,Credit Card,0,0
TXN_00000161,SUB_000019,2026-02-24,Premium,24.99,Success,Credit Card,0,0
TXN_00000162,SUB_000019,2026-03-26,Premium,24.99,Success,Credit Card,0,0
TXN_00000163,SUB_000020,2025-03-31,Premium,24.99,Success,Credit Card,0,0
TXN_00000164,SUB_000020,2025-04-30,Premium,24.99,Success,Credit Card,0,0
TXN_00000165,SUB_000020,2025-05-30,Premium,24.99,Success,Credit Card,0,0
TXN_00000166,SUB_000020,2025-06-29,Premium,24.99,Success,Credit Card,0,0
TXN_00000167,SUB_000020,2025-07-29,Premium,24.99,Recovered,Credit Card,2,0
TXN_00000168,SUB_000020,2025-08-28,Premium,24.99,Success,Credit Card,0,0
TXN_00000169,SUB_000020,2025-09-27,Premium,24.99,Success,Credit Card,0,0
TXN_00000170,SUB_000020,2025-10-27,Premium,24.99,Success,Credit Card,0,0
TXN_00000171,SUB_000020,2025-11-26,Premium,24.99,Soft-decline,Credit Card,1,0
TXN_00000172,SUB_000020,2025-12-26,Premium,24.99,Success,Credit Card,0,0
TXN_00000173,SUB_000020,2026-01-25,Premium,24.99,Success,Credit Card,0,0
TXN_00000174,SUB_000020,2026-02-24,Premium,24.99,Success,Credit Card,0,0
TXN_00000175,SUB_000020,2026-03-26,Premium,24.99,Success,Credit Card,0,0
TXN_00000176,SUB_000021,2026-01-29,Premium,24.99,Success,Debit Card,0,0
TXN_00000177,SUB_000021,2026-02-28,Premium,24.99,Success,Debit Card,0,0
TXN_00000178,SUB_000021,2026-03-30,Premium,19.99,Success,Debit Card,0,1
TXN_00000179,SUB_000022,2025-03-31,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00000180,SUB_000022,2025-04-30,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00000181,SUB_000022,2025-05-30,Basic-Ads,6.39,Success,Debit Card,0,1
TXN_00000182,SUB_000022,2025-06-29,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00000183,SUB_000022,2025-07-29,Basic-Ads,6.39,Success,Debit Card,0,1
TXN_00000184,SUB_000022,2025-08-28,Basic-Ads,6.39,Success,Debit Card,0,1
TXN_00000185,SUB_000022,2025-09-27,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00000186,SUB_000022,2025-10-27,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00000187,SUB_000022,2025-11-26,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00000188,SUB_000022,2025-12-26,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00000189,SUB_000022,2026-01-25,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00000190,SUB_000022,2026-02-24,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00000191,SUB_000022,2026-03-26,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00000192,SUB_000023,2025-03-31,Standard,17.99,Success,Debit Card,0,0
TXN_00000193,SUB_000023,2025-04-30,Standard,17.99,Success,Debit Card,0,0
TXN_00000194,SUB_000023,2025-05-30,Standard,17.99,Success,Debit Card,0,0
TXN_00000195,SUB_000023,2025-06-29,Standard,17.99,Success,Debit Card,0,0
TXN_00000196,SUB_000023,2025-07-29,Standard,17.99,Success,Debit Card,0,0
TXN_00000197,SUB_000023,2025-08-28,Standard,17.99,Success,Debit Card,0,0
TXN_00000198,SUB_000023,2025-09-27,Standard,14.39,Success,Debit Card,0,1
TXN_00000199,SUB_000023,2025-10-27,Standard,17.99,Success,Debit Card,0,0
TXN_00000200,SUB_000023,2025-11-26,Standard,17.99,Success,Debit Card,0,0
TXN_00000201,SUB_000023,2025-12-26,Standard,17.99,Success,Debit Card,0,0
TXN_00000202,SUB_000023,2026-01-25,Standard,14.39,Success,Debit Card,0,1
TXN_00000203,SUB_000023,2026-02-24,Standard,14.39,Soft-decline,Debit Card,2,1
TXN_00000204,SUB_000023,2026-03-26,Standard,17.99,Success,Debit Card,0,0
TXN_00000205,SUB_000024,2025-03-31,Premium,24.99,Success,Credit Card,0,0
TXN_00000206,SUB_000024,2025-04-30,Premium,24.99,Success,Credit Card,0,0
TXN_00000207,SUB_000024,2025-05-30,Premium,24.99,Success,Credit Card,0,0
TXN_00000208,SUB_000024,2025-06-29,Premium,24.99,Success,Credit Card,0,0
TXN_00000209,SUB_000024,2025-07-29,Premium,24.99,Success,Credit Card,0,0
TXN_00000210,SUB_000024,2025-08-28,Premium,24.99,Success,Credit Card,0,0
TXN_00000211,SUB_000024,2025-09-27,Premium,24.99,Success,Credit Card,0,0
TXN_00000212,SUB_000024,2025-10-27,Premium,24.99,Success,Credit Card,0,0
TXN_00000213,SUB_000024,2025-11-26,Premium,24.99,Success,Credit Card,0,0
TXN_00000214,SUB_000024,2025-12-26,Premium,24.99,Success,Credit Card,0,0
TXN_00000215,SUB_000024,2026-01-25,Premium,24.99,Success,Credit Card,0,0
TXN_00000216,SUB_000024,2026-02-24,Premium,24.99,Success,Credit Card,0,0
TXN_00000217,SUB_000024,2026-03-26,Premium,19.99,Success,Credit Card,0,1
TXN_00000218,SUB_000025,2026-03-19,Premium,24.99,Success,Credit Card,0,0
TXN_00000219,SUB_000026,2025-03-31,Standard,14.39,Success,Credit Card,0,1
TXN_00000220,SUB_000026,2025-04-30,Standard,14.39,Success,Credit Card,0,1
TXN_00000221,SUB_000026,2025-05-30,Standard,17.99,Success,Credit Card,0,0
TXN_00000222,SUB_000026,2025-06-29,Standard,14.39,Success,Credit Card,0,1
TXN_00000223,SUB_000026,2025-07-29,Standard,17.99,Success,Credit Card,0,0
TXN_00000224,SUB_000026,2025-08-28,Standard,17.99,Success,Credit Card,0,0
TXN_00000225,SUB_000026,2025-09-27,Standard,17.99,Success,Credit Card,0,0
TXN_00000226,SUB_000026,2025-10-27,Standard,17.99,Success,Credit Card,0,0
TXN_00000227,SUB_000026,2025-11-26,Standard,17.99,Success,Credit Card,0,0
TXN_00000228,SUB_000026,2025-12-26,Standard,17.99,Success,Credit Card,0,0
TXN_00000229,SUB_000026,2026-01-25,Standard,17.99,Success,Credit Card,0,0
TXN_00000230,SUB_000026,2026-02-24,Standard,17.99,Success,Credit Card,0,0
TXN_00000231,SUB_000026,2026-03-26,Standard,17.99,Success,Credit Card,0,0
TXN_00000232,SUB_000027,2025-12-25,Standard,17.99,Success,Debit Card,0,0
TXN_00000233,SUB_000027,2026-01-24,Standard,17.99,Success,Debit Card,0,0
TXN_00000234,SUB_000027,2026-02-23,Standard,17.99,Success,Debit Card,0,0
TXN_00000235,SUB_000027,2026-03-25,Standard,17.99,Success,Debit Card,0,0
TXN_00000236,SUB_000028,2025-03-31,Premium,24.99,Success,PayPal,0,0
TXN_00000237,SUB_000028,2025-04-30,Premium,24.99,Success,PayPal,0,0
TXN_00000238,SUB_000028,2025-05-30,Premium,24.99,Success,PayPal,0,0
TXN_00000239,SUB_000028,2025-06-29,Premium,24.99,Success,PayPal,0,0
TXN_00000240,SUB_000028,2025-07-29,Premium,24.99,Success,PayPal,0,0
TXN_00000241,SUB_000028,2025-08-28,Premium,24.99,Success,PayPal,0,0
TXN_00000242,SUB_000028,2025-09-27,Premium,24.99,Success,PayPal,0,0
TXN_00000243,SUB_000028,2025-10-27,Premium,24.99,Success,PayPal,0,0
TXN_00000244,SUB_000028,2025-11-26,Premium,24.99,Success,PayPal,0,0
TXN_00000245,SUB_000028,2025-12-26,Premium,24.99,Success,PayPal,0,0
TXN_00000246,SUB_000028,2026-01-25,Premium,24.99,Success,PayPal,0,0
TXN_00000247,SUB_000028,2026-02-24,Premium,24.99,Success,PayPal,0,0
TXN_00000248,SUB_000028,2026-03-26,Premium,24.99,Success,PayPal,0,0
TXN_00000249,SUB_000029,2025-04-26,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00000250,SUB_000029,2025-05-26,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00000251,SUB_000030,2025-03-31,Standard,17.99,Success,Credit Card,0,0
TXN_00000252,SUB_000030,2025-04-30,Standard,17.99,Success,Credit Card,0,0
TXN_00000253,SUB_000030,2025-05-30,Standard,17.99,Success,Credit Card,0,0
TXN_00000254,SUB_000030,2025-06-29,Standard,17.99,Success,Credit Card,0,0
TXN_00000255,SUB_000030,2025-07-29,Standard,17.99,Success,Credit Card,0,0
TXN_00000256,SUB_000030,2025-08-28,Standard,17.99,Success,Credit Card,0,0
TXN_00000257,SUB_000030,2025-09-27,Standard,17.99,Success,Credit Card,0,0
TXN_00000258,SUB_000030,2025-10-27,Standard,17.99,Success,Credit Card,0,0
TXN_00000259,SUB_000030,2025-11-26,Standard,17.99,Success,Credit Card,0,0
TXN_00000260,SUB_000030,2025-12-26,Standard,17.99,Success,Credit Card,0,0
TXN_00000261,SUB_000030,2026-01-25,Standard,17.99,Success,Credit Card,0,0
TXN_00000262,SUB_000030,2026-02-24,Standard,17.99,Success,Credit Card,0,0
TXN_00000263,SUB_000030,2026-03-26,Standard,14.39,Success,Credit Card,0,1
TXN_00000264,SUB_000031,2025-04-26,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00000265,SUB_000031,2025-05-26,Basic-Ads,6.39,Success,Debit Card,0,1
TXN_00000266,SUB_000031,2025-06-25,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00000267,SUB_000031,2025-07-25,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00000268,SUB_000032,2025-03-31,Standard,17.99,Success,Credit Card,0,0
TXN_00000269,SUB_000032,2025-04-30,Standard,17.99,Success,Credit Card,0,0
TXN_00000270,SUB_000032,2025-05-30,Standard,17.99,Success,Credit Card,0,0
TXN_00000271,SUB_000032,2025-06-29,Standard,17.99,Success,Credit Card,0,0
TXN_00000272,SUB_000032,2025-07-29,Standard,17.99,Success,Credit Card,0,0
TXN_00000273,SUB_000032,2025-08-28,Standard,17.99,Success,Credit Card,0,0
TXN_00000274,SUB_000032,2025-09-27,Standard,17.99,Success,Credit Card,0,0
TXN_00000275,SUB_000032,2025-10-27,Standard,17.99,Success,Credit Card,0,0
TXN_00000276,SUB_000032,2025-11-26,Standard,17.99,Success,Credit Card,0,0
TXN_00000277,SUB_000032,2025-12-26,Standard,17.99,Success,Credit Card,0,0
TXN_00000278,SUB_000032,2026-01-25,Standard,14.39,Success,Credit Card,0,1
TXN_00000279,SUB_000032,2026-02-24,Standard,17.99,Soft-decline,Credit Card,2,0
TXN_00000280,SUB_000032,2026-03-26,Standard,17.99,Success,Credit Card,0,0
TXN_00000281,SUB_000033,2025-03-31,Standard,17.99,Success,Credit Card,0,0
TXN_00000282,SUB_000033,2025-04-30,Standard,14.39,Success,Credit Card,0,1
TXN_00000283,SUB_000033,2025-05-30,Standard,17.99,Success,Credit Card,0,0
TXN_00000284,SUB_000033,2025-06-29,Standard,17.99,Success,Credit Card,0,0
TXN_00000285,SUB_000033,2025-07-29,Standard,17.99,Success,Credit Card,0,0
TXN_00000286,SUB_000033,2025-08-28,Standard,17.99,Success,Credit Card,0,0
TXN_00000287,SUB_000033,2025-09-27,Standard,17.99,Success,Credit Card,0,0
TXN_00000288,SUB_000033,2025-10-27,Standard,17.99,Success,Credit Card,0,0
TXN_00000289,SUB_000033,2025-11-26,Standard,17.99,Success,Credit Card,0,0
TXN_00000290,SUB_000033,2025-12-26,Standard,14.39,Success,Credit Card,0,1
TXN_00000291,SUB_000034,2026-02-04,Standard,17.99,Success,Credit Card,0,0
TXN_00000292,SUB_000035,2025-03-31,Basic-Ads,7.99,Recovered,Debit Card,1,0
TXN_00000293,SUB_000035,2025-04-30,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00000294,SUB_000035,2025-05-30,Basic-Ads,6.39,Success,Debit Card,0,1
TXN_00000295,SUB_000035,2025-06-29,Basic-Ads,6.39,Success,Debit Card,0,1
TXN_00000296,SUB_000035,2025-07-29,Basic-Ads,7.99,Recovered,Debit Card,3,0
TXN_00000297,SUB_000035,2025-08-28,Basic-Ads,7.99,Recovered,Debit Card,1,0
TXN_00000298,SUB_000035,2025-09-27,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00000299,SUB_000035,2025-10-27,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00000300,SUB_000035,2025-11-26,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00000301,SUB_000035,2025-12-26,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00000302,SUB_000036,2025-03-31,Standard,17.99,Success,PayPal,0,0
TXN_00000303,SUB_000036,2025-04-30,Standard,17.99,Success,PayPal,0,0
TXN_00000304,SUB_000036,2025-05-30,Standard,17.99,Success,PayPal,0,0
TXN_00000305,SUB_000036,2025-06-29,Standard,17.99,Success,PayPal,0,0
TXN_00000306,SUB_000036,2025-07-29,Standard,17.99,Success,PayPal,0,0
TXN_00000307,SUB_000036,2025-08-28,Standard,14.39,Success,PayPal,0,1
TXN_00000308,SUB_000036,2025-09-27,Standard,17.99,Success,PayPal,0,0
TXN_00000309,SUB_000036,2025-10-27,Standard,17.99,Success,PayPal,0,0
TXN_00000310,SUB_000036,2025-11-26,Standard,17.99,Success,PayPal,0,0
TXN_00000311,SUB_000036,2025-12-26,Standard,17.99,Success,PayPal,0,0
TXN_00000312,SUB_000036,2026-01-25,Standard,17.99,Success,PayPal,0,0
TXN_00000313,SUB_000036,2026-02-24,Standard,17.99,Success,PayPal,0,0
TXN_00000314,SUB_000036,2026-03-26,Standard,17.99,Success,PayPal,0,0
TXN_00000315,SUB_000037,2025-11-19,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00000316,SUB_000037,2025-12-19,Basic-Ads,7.99,Success,Credit Card,0,0
